	GSM1233280	GSM1233282	GSM1233283	GSM1233284	GSM1233286	GSM1233287	GSM1233288	GSM1233289	GSM1233290	GSM1233291
107984935	0	0	0	0	0	1	0	0	1	5
79570	0	0	0	0	3	0	0	0	0	0
9410	611	647	147	532	450	373	608	196	406	527
51538	451	560	165	486	493	386	749	169	576	536
2170	32	89	12	43	117	35	82	17	140	62
105378623	0	0	0	0	0	0	0	0	0	0
107985470	0	0	1	0	0	0	0	0	0	0
347735	125	54	49	77	82	111	82	47	40	95
105378625	0	0	0	0	3	0	0	0	0	0
105379772	0	0	0	0	0	0	0	0	0	0
149086	0	6	3	1	2	1	0	3	9	6
284551	0	3	0	10	4	1	0	1	5	11
105378626	1	0	0	0	2	0	0	1	1	1
64129	0	0	0	0	8	0	0	0	0	0
3061	61	54	12	47	34	22	68	18	61	28
553115	758	572	198	542	422	367	493	223	613	400
107985471	33	31	6	36	22	15	12	12	34	17
105378628	0	1	0	1	4	3	6	1	0	4
1307	2	12	1	7	6	1	7	7	20	19
101929444	0	0	0	0	0	0	0	0	0	0
576	0	9	0	10	4	1	2	4	1	3
100423028	0	0	0	0	0	0	0	0	0	0
90853	20	3	4	41	32	14	19	22	14	103
8073	8711	7806	4301	7948	4917	5458	9228	3712	11866	8128
10657	2317	1815	1617	3948	2418	2670	3176	1686	3111	1694
55116	321	350	93	515	253	225	499	140	324	224
100847018	0	2	0	0	0	0	0	0	0	0
23633	3002	3104	945	2992	1893	1527	2652	966	2976	2728
200081	1358	1721	561	1363	740	687	1155	468	1246	1084
79140	134	167	11	79	58	45	169	23	62	84
56063	296	473	62	410	220	179	370	88	290	296
55721	53	64	7	83	70	15	40	14	76	45
149069	180	270	42	292	133	92	252	52	191	158
8668	996	1079	489	867	540	781	1437	441	761	945
339483	6	9	2	11	14	3	11	3	6	11
84734	0	0	0	1	3	0	1	0	0	2
3932	4253	4746	555	2719	1847	1258	4382	1137	2177	2680
3065	1054	527	137	374	266	208	628	160	665	530
65108	262	268	43	263	183	143	155	74	342	164
105378629	1	5	0	9	4	3	1	0	2	3
81629	323	242	100	418	319	187	343	124	287	270
100128071	12	10	1	23	7	5	7	4	29	2
55108	1280	1346	413	1218	716	680	1003	397	1222	993
728116	0	2	0	0	4	0	1	1	1	3
653121	32	19	16	39	11	31	52	13	38	51
102723870	0	9	1	2	0	2	0	1	9	0
339487	521	384	104	357	279	265	343	75	439	325
5928	2193	2594	923	2668	2029	1426	2804	1015	2801	2246
81493	1084	1332	443	1297	920	699	1351	504	1286	1107
57648	20	92	9	38	42	19	54	16	93	67
8565	279	664	121	366	250	253	915	170	694	586
64766	1291	1584	341	1465	967	482	2082	354	1931	1762
252995	163	42	2	44	44	12	147	32	117	96
105378631	0	15	0	1	1	1	0	0	0	1
3208	0	0	0	0	1	0	0	0	23	3
113452	0	0	0	0	0	0	0	0	0	0
105378632	0	0	0	0	0	1	0	0	0	0
127544	3890	2358	2151	4151	2513	4086	1904	1871	2672	2373
204	5897	6014	2436	5357	3160	3036	5624	2029	3804	5324
105378635	2	4	0	0	0	0	0	0	1	0
113451	115	257	41	215	125	81	135	61	181	138
112268224	23	48	11	71	24	12	32	17	82	26
55223	264	401	44	338	182	168	338	113	337	227
149076	438	390	60	489	362	140	279	102	587	364
127550	12	4	5	5	5	1	1	3	5	5
1912	2553	3298	1227	2718	1318	1824	1708	925	1754	2527
100500853	106	150	44	121	48	52	41	32	56	82
101929464	26	0	5	15	1	5	0	1	34	2
7579	104	183	23	92	98	51	84	33	164	106
114784	0	0	0	2	16	0	0	0	0	6
105378638	0	0	0	0	0	0	0	0	0	0
127540	0	0	0	0	0	0	0	0	0	13
402779	0	0	0	0	3	0	0	0	0	0
84970	0	0	0	0	0	1	0	0	0	0
105378639	0	0	0	0	1	0	0	0	0	0
105378640	0	0	0	0	0	0	0	0	0	0
105378641	0	0	0	0	2	0	0	0	0	0
693137	0	0	0	0	0	0	0	0	0	0
105378642	0	13	0	15	14	3	3	0	31	2
2709	0	0	0	3	0	0	0	0	0	0
127534	0	0	0	0	14	3	0	7	2	2
2707	0	3	8	1	0	1	0	0	8	2
2701	0	0	2	10	10	1	0	3	20	1
113444	1109	1054	302	1166	894	595	1125	408	799	805
58512	0	15	0	40	45	3	3	9	16	12
653160	110	277	40	198	184	86	330	55	256	159
100506144	1476	2523	741	1963	1220	1055	2377	738	978	1605
9204	2773	2272	1010	3016	1715	1730	2260	894	2050	2118
79830	622	792	206	540	344	307	745	174	481	601
105378644	0	0	0	0	3	0	0	3	0	3
6421	11604	11312	4007	10728	7498	5590	13642	4414	9198	9841
9202	1706	1868	596	1705	1040	804	1798	559	1912	1440
100861513	90	68	41	62	84	43	116	29	96	101
79932	2828	2826	2352	3746	1550	3540	1815	1552	2094	1963
23154	342	677	120	372	193	235	371	152	489	287
339488	409	810	90	407	320	148	567	116	673	288
105378645	14	32	10	13	9	8	22	7	17	19
5690	848	1178	1102	2249	1386	1967	1253	1345	1369	948
105378646	0	0	0	0	0	0	0	0	0	0
127703	71	94	78	99	123	47	195	55	86	181
63967	24	85	67	68	57	95	119	29	47	72
192670	7000	4705	1147	6638	4292	2927	3873	1247	4856	5586
26523	2349	2762	485	3442	2064	973	2348	627	2497	1939
192669	4521	4671	885	4633	2902	1732	3962	1346	4199	3616
105378647	20	19	5	14	13	19	19	4	9	6
27285	0	1	1	0	1	0	0	4	0	1
54936	163	222	118	211	72	164	221	123	90	143
1296	78	95	47	110	77	51	26	59	89	61
27095	762	908	462	795	520	631	1069	330	542	666
55700	1013	1402	227	1327	773	502	882	318	1074	781
9967	2759	3152	1017	3552	1906	1597	3053	1104	3177	3217
79729	33	28	11	74	86	87	38	13	18	37
55194	34	61	25	97	61	83	35	28	26	36
83931	2450	2399	1383	4354	2821	2266	1620	1178	1554	1812
84967	22	29	273	325	247	463	22	172	69	28
127700	22	5	4	25	53	19	29	3	37	11
109616970	0	0	0	0	0	1	0	0	0	0
107984940	0	1	0	0	0	0	3	0	4	0
64960	289	242	199	322	189	266	285	100	298	272
1441	48969	51676	19543	55727	30532	29099	23086	15533	23839	47048
107984941	0	0	0	0	0	0	0	0	0	0
105378648	0	0	0	0	1	0	0	0	0	0
2899	0	0	0	1	4	0	0	0	3	0
100422898	0	0	0	0	0	0	0	0	0	0
107984942	0	0	0	0	9	0	0	0	0	1
728431	16	56	17	37	38	6	53	9	34	30
80149	471	460	362	725	275	531	331	379	420	467
102465438	4	1	1	3	1	4	1	2	3	1
64769	905	986	253	934	582	441	1132	355	894	811
100847010	9	16	3	3	7	3	8	3	4	19
105378649	69	116	44	123	52	68	40	34	62	71
79753	414	661	182	562	270	356	524	204	532	387
7802	22	5	5	20	24	11	10	7	4	6
29889	809	789	290	576	269	348	632	196	429	528
284654	0	0	0	0	3	0	0	0	0	0
54955	130	147	46	123	60	62	207	43	138	112
55143	30	39	70	53	86	53	65	19	30	30
284656	0	0	0	0	8	0	0	0	0	1
105378650	0	0	0	0	0	0	0	0	0	0
149175	25	26	15	82	11	20	55	28	51	60
79693	159	232	116	199	161	181	209	98	89	151
127687	44	73	78	95	38	50	52	41	62	48
4520	1828	2058	1800	3368	1559	3179	1261	1746	1646	1691
3633	417	499	80	351	277	136	553	107	778	499
105378651	40	35	1	38	21	6	11	8	24	18
10946	1130	1165	381	1222	504	551	1450	514	1161	1007
2275	642	801	125	622	871	513	400	249	927	754
51118	408	439	219	384	263	346	406	190	427	482
5453	0	0	0	0	2	0	0	0	3	0
107985103	0	0	0	1	0	0	0	0	0	0
105378653	0	2	0	0	10	0	0	0	0	0
100500801	0	0	0	0	0	0	0	0	0	0
105378655	0	2	0	0	12	0	0	0	0	0
105378654	0	0	0	0	16	0	0	0	0	6
339442	0	0	0	0	5	0	0	0	0	0
105378657	0	5	0	0	0	0	0	0	1	0
107984943	20	0	0	2	6	0	0	1	1	0
105378656	0	12	3	34	0	1	0	6	1	0
105378658	0	0	0	0	5	0	0	0	0	0
105378660	0	0	0	0	0	0	0	0	0	0
64121	946	788	389	854	656	762	740	299	1018	807
100527950	831	737	515	909	669	844	897	366	550	798
26292	722	666	483	817	611	765	760	337	435	684
105378663	5	6	0	15	8	2	1	3	13	7
81025	77	60	25	90	48	58	122	19	79	82
54933	7	34	2	10	7	4	0	4	33	21
105378662	0	0	1	6	2	2	0	2	3	0
79647	3165	3206	2477	4049	3174	4577	3475	1992	1750	3039
4725	213	218	48	144	155	117	413	91	158	187
23499	8854	9439	1625	9274	5573	2618	12593	2515	16055	8364
643314	570	905	42	536	370	115	692	140	822	690
105378950	10	7	2	8	12	4	12	2	41	37
353500	127	81	16	64	29	10	81	35	57	63
192217	3	3	0	7	2	0	7	1	4	5
728448	530	303	46	216	104	29	194	102	209	134
8761	1203	1619	481	2255	1445	829	1433	609	1615	1003
101929516	225	189	59	266	163	99	162	65	174	134
677834	0	13	0	6	3	3	4	2	6	1
26508	1	0	0	3	8	2	0	0	4	1
84618	0	5	0	0	1	0	0	0	0	0
51440	298	155	14	240	386	158	355	80	124	448
10450	406	527	147	489	306	198	723	156	596	416
656	84	128	24	136	34	66	36	44	141	87
64064	9	4	0	12	1	0	11	4	4	10
105378666	3	0	0	0	0	2	14	8	7	1
101929536	0	0	2	4	7	0	1	1	4	8
105378951	34	51	14	57	52	22	54	26	36	32
107985740	1	13	8	11	20	13	6	3	28	3
105378665	0	0	0	3	3	1	2	0	3	1
105378667	2	0	0	2	2	0	0	0	26	0
54802	501	569	126	486	323	210	988	137	558	524
4610	489	774	175	433	319	162	423	121	487	713
105378668	28	76	11	46	20	7	31	6	37	50
84879	89	95	42	145	50	70	34	30	68	124
105378669	40	35	25	71	54	102	153	25	44	86
10487	30247	23695	9132	25248	14677	18547	21183	8481	14298	29202
5538	8422	7477	4268	7495	5010	6881	6278	2802	9737	8222
105378671	0	2	2	1	5	0	0	0	3	2
6018	3266	2815	1033	2554	1835	1730	2818	933	2160	4043
127391	1	0	0	0	0	2	0	0	0	1
10269	1470	1562	1273	1410	837	1520	1769	772	1243	1261
1298	62	62	43	21	28	27	51	18	49	27
107984945	23	56	73	40	30	89	57	62	31	93
64744	21820	24200	8241	21572	13083	12959	22047	7750	16131	16703
65243	341	229	79	196	119	110	173	57	200	231
339559	145	246	69	255	134	96	365	64	215	180
105378672	21	44	0	21	36	8	10	4	42	13
64789	90	178	57	149	141	87	258	91	211	100
127396	99	114	225	111	36	249	88	126	95	98
105378673	0	0	0	0	0	0	0	0	0	0
9783	105	71	10	67	24	23	248	34	51	73
105378675	2	3	0	1	4	2	5	3	1	11
105378674	1	0	0	9	0	0	0	0	0	0
100130557	474	606	183	688	452	346	685	208	424	485
4802	1414	1321	1148	3244	2568	2158	1661	1030	1398	1142
407034	39	16	0	43	41	8	25	16	35	30
407031	3	21	5	10	1	5	9	2	5	7
9132	25	6	1	3	14	4	0	2	21	14
105378676	0	0	0	0	0	0	0	0	0	2
163732	30	6	3	31	10	9	14	7	15	8
1503	253	354	123	334	268	217	614	160	409	144
100507178	29	79	11	62	91	19	48	20	79	33
200172	157	165	26	151	101	46	102	31	232	64
22955	929	982	243	949	647	468	1070	274	754	845
100132074	0	0	0	0	0	0	4	0	0	0
101929901	0	0	0	0	1	0	0	0	0	0
105378678	0	16	0	7	3	0	3	0	4	11
1907	0	0	0	11	1	0	0	0	0	0
59269	542	980	172	923	1213	300	1048	316	1574	796
2981	0	0	0	0	0	0	0	0	0	0
2980	0	0	0	0	0	0	0	0	0	0
22887	2916	2700	836	3029	2166	1808	3046	1097	2433	2456
284716	13	30	6	4	28	10	5	6	22	6
84217	20	1	2	28	1	9	10	6	17	8
728621	520	289	247	594	279	408	400	128	467	386
79717	642	685	331	502	337	512	516	266	395	580
10465	632	785	191	709	481	299	760	247	689	425
4904	13899	29577	23808	14462	9203	28935	16244	8458	7099	27445
149461	0	1	3	1	2	0	0	0	0	0
64175	376	485	69	444	209	145	303	87	194	336
79078	126	208	33	190	111	61	84	41	258	102
105378683	1	63	5	14	15	2	5	3	56	12
100129924	7	13	2	22	8	4	36	1	44	14
107984946	0	0	0	0	0	0	0	1	3	5
374969	300	632	242	246	402	706	375	162	215	511
114625	706	609	308	728	440	774	651	324	423	618
51058	491	439	150	410	291	288	386	117	421	333
339539	0	2	0	0	0	0	0	0	6	0
6513	939	1527	478	1131	1040	1122	933	432	1064	1672
440584	0	10	8	23	4	11	1	9	14	10
440585	0	0	0	0	4	0	4	1	0	1
10969	462	747	235	448	250	303	507	228	206	280
102465439	0	0	1	2	0	1	0	0	0	0
149465	1	39	0	13	3	0	2	5	2	0
105378685	0	6	0	7	4	0	1	3	0	0
128218	0	0	0	0	8	0	0	0	3	3
149466	0	0	0	0	3	0	0	0	0	1
7075	0	7	3	23	6	2	0	3	10	2
4352	97	104	18	34	55	31	73	14	54	39
105378687	17	45	2	10	19	1	4	7	39	17
991	35	59	20	24	13	49	132	20	18	42
64834	1220	1103	389	1284	795	733	973	440	656	1283
102466723	8	13	2	19	5	7	15	6	6	13
112268225	295	126	37	223	99	57	194	39	372	132
112950	517	507	194	475	310	264	710	148	318	521
107984947	90	53	24	52	37	26	70	26	38	50
23334	1384	1993	306	1544	917	649	1257	405	1728	1113
100873952	57	40	17	43	20	19	22	15	30	33
102465440	0	0	0	0	0	0	0	0	0	0
81888	148	191	34	154	103	79	137	40	113	83
5792	8	11	4	3	22	15	5	18	13	7
9682	416	499	92	552	338	230	475	158	600	353
100132774	62	54	7	61	24	32	57	13	73	33
6487	72	199	23	223	263	80	141	63	284	116
101929592	0	14	5	12	7	1	2	1	13	3
102464830	0	0	0	0	0	0	0	0	0	1
9048	1	0	1	0	0	0	0	0	0	1
105378688	27	58	5	49	58	4	52	17	47	20
101929609	33	38	12	34	8	11	21	5	30	23
9670	257	333	104	338	172	139	323	95	307	154
1802	88	217	84	270	95	176	220	120	138	119
533	4515	3415	1512	4587	2293	2635	2440	1136	1795	2460
8704	13	40	27	32	27	22	32	11	18	30
149473	24	30	5	6	26	9	17	4	12	9
6536	94	185	143	101	201	247	25	67	22	234
107984948	51	76	80	73	51	234	42	13	0	132
128209	1	0	0	1	15	0	0	0	0	11
105378952	0	0	0	0	3	0	0	0	0	0
55929	107	122	69	297	166	130	153	106	161	77
79033	309	260	51	192	117	125	318	72	132	184
100874278	13	26	1	41	15	16	37	14	61	21
106635545	1	0	1	1	1	2	7	0	2	0
55182	1158	1449	442	1204	878	664	1305	460	851	842
107984951	0	0	0	0	0	0	0	0	4	0
100847089	0	0	0	0	0	0	0	0	0	0
107984950	421	531	127	408	274	181	428	128	238	286
79639	109	34	37	95	53	32	62	30	38	45
109623472	0	0	0	0	0	0	0	0	0	0
339541	109	104	75	159	63	147	88	93	102	84
105378690	2	5	7	14	3	18	5	11	11	8
26828	0	0	0	0	0	0	0	0	0	0
26830	0	0	0	0	0	0	0	0	0	0
11004	26	96	30	26	10	37	29	9	39	24
109623476	0	15	0	0	1	0	0	0	0	0
6202	6294	9444	3155	8453	5479	5717	9866	2983	4838	7397
26811	0	14	0	12	2	2	2	1	3	4
94161	28	10	1	6	1	4	0	0	7	8
94162	1	8	3	12	10	6	14	4	5	8
94163	25	88	18	27	33	7	71	16	17	32
266675	2	17	0	34	11	7	8	6	6	41
1263	324	398	122	463	348	178	169	101	134	184
343521	126	123	15	191	87	56	64	21	59	80
149478	49	68	11	114	53	20	41	7	30	29
107984952	6	60	33	16	1	12	1	16	3	20
8643	37	29	1	55	12	2	0	4	6	15
8891	149	242	44	169	98	105	204	58	208	135
79654	234	495	232	483	331	298	492	173	396	492
7389	590	988	325	715	479	632	780	289	452	753
57643	173	109	0	62	100	25	132	55	101	91
105378691	7	36	4	20	6	6	15	4	17	9
400752	7	37	4	19	6	6	15	4	14	9
84842	0	30	3	22	5	9	2	5	3	24
4595	107	187	51	141	48	56	153	57	153	84
114034	201	278	113	152	77	140	306	95	182	156
10420	671	407	406	464	200	603	396	317	515	414
126661	42	40	17	86	42	32	120	20	23	6
25974	338	411	242	380	257	257	335	155	228	289
5052	458	405	443	283	271	503	534	275	260	494
10327	275	197	231	290	99	344	232	165	207	212
4678	705	1035	1017	1133	835	1166	1468	702	869	1056
149483	226	286	63	278	176	162	108	70	207	124
60313	6269	6155	2549	5600	3741	4506	5426	2207	4959	5902
728963	90	29	39	92	46	37	118	20	52	65
51249	563	793	283	822	383	470	898	363	592	639
3652	177	274	89	291	174	200	273	63	330	230
105378693	1	4	0	5	6	4	5	5	1	10
23139	131	163	36	142	156	63	141	58	180	113
105378694	1	54	1	13	5	3	28	2	42	22
110117499	106	85	33	52	88	34	152	37	94	61
8503	119	94	33	61	88	39	167	39	109	70
101929626	0	2	0	0	0	0	1	0	0	0
10103	0	2	0	3	23	2	2	0	0	2
110117498	0	0	0	0	0	0	0	0	0	0
55624	284	287	52	246	145	131	241	123	255	263
541468	0	1	0	0	0	0	10	2	0	2
8438	51	61	22	58	31	19	112	12	74	47
10489	853	948	201	867	403	324	964	306	726	677
7388	496	603	234	334	213	297	522	165	273	442
387338	371	590	109	542	301	170	284	113	619	297
2166	62	91	12	120	30	43	21	16	70	36
729041	26	10	1	9	27	8	24	4	13	4
101929651	3	7	0	2	0	0	0	0	1	0
127343	0	0	0	0	2	0	0	0	0	5
105378696	0	0	0	0	3	0	0	0	0	0
100507423	382	394	81	304	246	185	190	99	202	257
148930	0	0	0	0	0	0	0	1	0	1
8569	3480	3634	1201	3308	3108	2179	2172	959	2341	2732
148932	912	1186	720	934	632	1137	946	594	744	738
105378697	1	2	2	2	0	0	3	2	9	0
64756	428	443	158	422	324	301	608	163	609	346
374973	0	57	16	11	2	20	10	8	15	22
100130197	151	212	51	214	140	114	195	62	100	194
9813	12186	11731	3215	10549	6761	6102	12754	3448	9196	9308
105378698	122	181	16	188	106	86	229	64	93	149
105378699	0	0	0	0	5	0	0	0	0	0
1580	1	0	0	1	11	2	6	1	0	0
163720	0	0	0	0	2	3	0	0	0	0
1579	0	0	0	0	4	0	0	0	0	2
260293	2	0	0	0	7	0	0	0	0	0
199974	0	0	0	0	2	1	0	0	2	2
284541	2	0	0	0	1	0	0	0	0	0
105378701	4	4	13	9	22	50	22	12	1	12
100874253	6	4	9	16	6	15	3	4	0	7
10158	469	2172	1589	2647	735	1865	393	1371	213	1090
6886	599	1036	373	1016	1022	1319	634	423	702	1511
6491	862	889	989	1331	701	2030	1310	763	456	1100
51727	1857	1493	798	1422	1179	1381	2205	577	1303	1293
102724077	8	14	0	13	11	5	19	4	7	5
2301	0	0	0	0	0	0	3	0	0	1
84793	137	174	34	103	86	41	155	27	51	46
2306	0	10	1	1	5	1	0	5	3	6
107984953	0	0	0	0	0	0	0	0	0	0
388630	0	0	0	0	8	0	0	0	2	4
105379778	0	1	3	5	20	0	0	0	0	4
391037	0	3	0	3	3	0	0	0	0	2
200010	107	100	70	150	85	84	33	41	57	81
54558	623	647	68	869	498	200	447	122	602	612
84871	0	19	1	5	29	0	6	1	3	12
79656	224	240	21	180	120	69	175	55	140	83
105378706	0	4	0	0	0	0	0	0	0	0
101929721	0	0	0	0	0	0	0	0	0	0
100874313	2	0	0	0	1	0	0	0	0	2
107984954	0	0	0	0	0	0	0	0	0	0
105378708	0	0	0	0	0	0	0	0	0	0
1996	0	0	5	0	5	11	6	0	2	5
105378709	0	0	0	0	6	0	0	0	0	3
107984955	0	2	2	0	16	0	0	0	0	0
105378711	0	0	0	0	4	1	0	0	0	1
105378710	0	0	0	0	0	0	0	0	0	1
105378712	0	0	0	0	2	0	0	0	0	2
63950	0	0	0	0	0	0	0	0	0	0
105378714	0	0	0	0	0	0	0	0	0	0
11124	756	1002	150	1005	668	310	1010	301	865	742
105378715	308	372	41	254	207	92	325	73	415	208
112268262	1	87	7	36	15	5	9	5	24	19
1031	18	18	22	75	23	40	52	24	42	48
100616189	0	0	0	0	0	0	0	0	0	0
102466656	0	0	0	0	0	0	0	0	0	0
284546	0	0	0	0	0	0	0	0	0	0
105378716	0	0	0	4	1	7	2	1	0	2
26994	2547	2196	3059	2255	2178	5817	1774	1167	1171	3749
22996	86	96	61	103	43	68	47	12	33	65
105378717	3	0	0	0	3	0	3	0	0	0
102724097	0	0	0	0	0	0	0	0	0	0
2060	6032	4704	3052	7340	4492	6651	6780	3440	5023	6008
105378720	387	197	216	576	458	533	271	302	447	293
441884	6	10	0	0	4	8	4	0	1	14
105378719	0	0	2	20	1	4	8	2	10	9
114883	3224	2283	604	2905	2009	1442	2655	844	1621	3645
4898	5217	3884	3256	7353	4880	6671	3388	2264	4323	4646
105378721	150	164	49	147	112	142	87	43	119	155
100313892	14	31	12	22	30	12	10	8	16	15
5865	2	0	0	0	2	0	2	1	0	2
51060	2001	1622	886	2055	1261	1793	2029	821	1030	1675
112970	66	78	32	85	29	61	81	37	53	46
104355143	6	10	2	13	25	11	10	3	1	11
91408	4296	4124	1948	4633	3273	3133	4946	1708	2668	4093
107984956	0	0	0	0	0	0	0	0	0	3
9372	446	261	53	207	201	74	316	57	211	225
200014	955	1190	158	997	503	363	895	312	922	727
4998	18	13	17	22	52	51	52	33	14	41
84950	1328	1434	806	1975	1355	1240	1644	719	1529	945
23318	3520	3610	768	3687	2842	1392	3755	1248	3405	3098
105378723	69	84	7	88	149	53	207	52	138	91
2882	229	338	43	295	120	108	271	67	274	160
